brand,product_type,product_price,product_actual_price,product_page_url,product_img_url
BAESD,,Rs. 310,Rs. 2399,https://www.myntra.com/shirts/baesd/baesd-boys-standard-regular-fit-checked-spread-collar-cotton-casual-shirt/33832459/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/APRIL/29/few5w3Ix_73889ec6c500488f8cda64e19a57276b.jpg"
Powerlook,SS25 Casual Shirt,Rs. 674,Rs. 2699,https://www.myntra.com/shirts/powerlook/powerlook-ss25-spread-collar-casual-shirt/36204103/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/AUGUST/4/wL46Dvic_3aaf50e9d0bb4e5aa782bad7c1b74cfc.jpg"
United Colors of Benetton,Boys Striped Casual Shirt,Rs. 971,Rs. 1799,https://www.myntra.com/shirts/united+colors+of+benetton/united-colors-of-benetton-boys-striped-casual-shirt/35076302/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/DECEMBER/8/IEIKdHnO_0195e38562014d1086b2d33d386ee710.jpg"
MAMERU,,Rs. 491,Rs. 1999,https://www.myntra.com/shirts/mameru/mameru-men-striped-casual-shirt/39158890/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2026/JANUARY/4/CkTg3iuM_68ef18e5524643738d0a050b32ae75af.jpg"
HIGHLANDER,Spread Collar Casual Shirt,Rs. 791,Rs. 3299,https://www.myntra.com/shirts/highlander/highlander-checked-spread-collar-long-sleeves-relaxed-fit-casual-shirt/34762032/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/JUNE/5/Jf6vbuhj_03a39d1cfd0440a1b8be90fb03db4c7f.jpg"
Style Quotient,Women Formal Shirt,Rs. 584,Rs. 1499,https://www.myntra.com/shirts/style+quotient/style-quotient-women-white-formal-shirt/19761198/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19761198/2022/9/2/e05a447d-e6c7-4a5a-91ce-7b7972646f491662107951495StyleQuotientWomenWhiteClassicFormalShirt1.jpg"
HERE&NOW,,Rs. 551,Rs. 2399,https://www.myntra.com/shirts/here%26now/herenow-boys-denim-casual-shirt/26206382/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26206382/2024/1/10/05b30c4a-c0d6-4e24-9eec-8f8fe408b7121704884410454-HERENOW-Boys-Shirts-1081704884410232-2.jpg"
HIGHLANDER,Men Relaxed Fit Casual Shirt,Rs. 479,Rs. 1999,https://www.myntra.com/shirts/highlander/highlander-men-relaxed-fit-textured-cuban-collar-casual-shirt/36387713/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/AUGUST/13/2s0C4FjJ_ff4f08d82b394c85a7847c22b1fcab85.jpg"
ONLY,Opaque Casual Shirt,Rs. 1319,Rs. 3299,https://www.myntra.com/shirts/only/only-women-tartan-checks-opaque-checked-casual-oversized-shirt/27817218/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27817218/2024/2/23/1c686e93-110f-412e-a605-17742b15b31a1708702013601ONLYWomenTartanChecksOpaqueCheckedCasualShirt7.jpg"
max,,Rs. 479,Rs. 599,https://www.myntra.com/shirts/max/max-boys-abstract-printed-spread-collar-pure-cotton-casual-shirt/35881578/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/JULY/23/pE1rOXSz_0f9c0f138c574077941434448126b474.jpg"
French Connection,Slim Fit Cotton Casual Shirt,Rs. 479,Rs. 2999,https://www.myntra.com/shirts/french+connection/french-connection-slim-fit-textured-pure-cotton-casual-shirt/31175031/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/31175031/2025/4/3/10fa2af5-9b97-4001-a8e5-2de8ce29a10f1743681856716-French-Connection-Slim-Fit-Textured-Pure-Cotton-Casual-Shirt-1.jpg"
United Colors of Benetton,Boys Regular Fit Casual Shirt,Rs. 839,Rs. 1999,https://www.myntra.com/shirts/united+colors+of+benetton/united-colors-of-benetton-boys-cuban-collar-printed-casual-shirt/34386163/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/MAY/24/HFMvEX80_0c26ec30b16a49188201a50f0bf1284a.jpg"
Snitch,,Rs. 1399,Rs. 1499,https://www.myntra.com/shirts/snitch/snitch-men-casual-shirt/39656249/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2026/JANUARY/29/unPLvPi5_389bbc54fb0945b482e703fb4651a9ef.jpg"
HIGHLANDER,Men Slim Fit Casual Shirt,Rs. 597,Rs. 2599,https://www.myntra.com/shirts/highlander/highlander-men-cutaway-collar-comfort-slim-fit-casual-shirt/33977860/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/MAY/6/evJOCFB6_d1a016f7cc5d4f52a6afd2a091c0986c.jpg"
Roadster,Striped Seersucker Shirt,Rs. 725,Rs. 2199,https://www.myntra.com/shirts/roadster/the-roadster-life-co-striped-seersucker-casual-shirt/36569471/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/SEPTEMBER/1/94a90NOU_d9ade7ec0ce6404c9cc03471aff644fc.jpg"
U.S. Polo Assn. Kids,,Rs. 1121,Rs. 1699,https://www.myntra.com/shirts/u.s.+polo+assn.+kids/us-polo-assn-kids-boys-printed-pure-cotton-casual-shirt/31221985/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/31221985/2025/3/3/691f0c55-f587-40ff-aa50-c8579d7eb1561740979261728-US-Polo-Assn-Kids-Boys-Shirts-1251740979261380-1.jpg"
Nautica,Slim Fit Casual Shirt,Rs. 1286,Rs. 3299,https://www.myntra.com/shirts/nautica/nautica-men-premium-slim-fit-pure-linen-casual-shirt/34492396/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/34492396/2025/6/12/a6113014-9967-49d2-8dbf-b85e91ff8a1e1749720305163-Nautica-Men-Shirts-2891749720304600-1.jpg"
all about you,Embroidered Casual Shirt,Rs. 879,Rs. 2199,https://www.myntra.com/shirts/all+about+you/all-about-you-floral-embroidered-casual-shirt/31570151/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/FEBRUARY/6/qePL2LJl_6ecc76278cd742c591421ec88d6de514.jpg"
CHARCHIT,,Rs. 794,Rs. 1190,https://www.myntra.com/shirts/charchit/charchit-boys-comfort-stripe-textured-pure-cotton-casual-shirt/32117725/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/32117725/2025/1/8/23979655-3a20-4767-aabe-1f2ab51a1daf1736332719711-CHARCHIT-Boys-Cotton-Full-Sleeves-Solid-Casual-Shirt-2161736-3.jpg"
HIGHLANDER,Opaque Casual Shirt,Rs. 588,Rs. 3099,https://www.myntra.com/shirts/highlander/highlander-men-opaque-casual-oversized-shirt/31773156/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/NOVEMBER/28/eNwQEIc7_814a2a0d58b64bc2bbff6b882b8fc3c5.jpg"
KALAMIR,Opaque Casual Shirt,Rs. 779,Rs. 2999,https://www.myntra.com/shirts/kalamir/kalamir-women-comfort-opaque-printed-casual-shirt/32925785/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/32925785/2025/4/4/73edacd8-0a3a-4196-8868-79f81ad161871743751226641-Zenava-by-Myntra-Women-Comfort-Opaque-Printed-Casual-Shirt-2-1.jpg"
